Renewal,Average_Price_Paid_Per_Seat_Previous_Season,Total_Seats_Previous_Season,Team_Win_Pct_Previous_Season,Games_Attended_Previous_Season,Games_Missed_Previous_Season,Total_Games_Previous_Season,Non-Game_Events_Attended_Previous_Season,Phone_Calls_Made_to_Customer_Last_90_Days_Before_Renewal_Date,Live_Phone_Conversations_With_Customer_Last_90_Days_Before_Renewal_Date,Emails_Sent_Last_90_Days_Before_Renewal_Date,Section_Previous_Season,Zip_Code_Distance_From_Stadium,Tenure_As_Season_Ticket_Member,Attendance_Rate,Engaged_In_Events,Renewal_Month
1,290.88,1,0.54,15,2,17,0,6,2,4,3,375.0523102,2,0.8823529411764706,0,7
1,473.28,2,0.54,17,0,17,0,17,3,5,3,23.98921286,8,1.0,0,10
1,481.92,6,0.54,17,0,17,0,35,0,14,3,19.0112019,8,1.0,0,7
1,176.928,2,0.54,8,9,17,0,37,4,8,3,15.76282663,2,0.47058823529411764,0,10
1,277.44,4,0.54,12,5,17,8,19,5,7,3,3.395981776,1,0.7058823529411765,1,8
1,226.5408,2,0.54,10,7,17,0,19,2,10,1,16.31722129,5,0.5882352941176471,0,7
1,224.64,2,0.54,10,7,17,0,25,5,13,3,20.46984132,2,0.5882352941176471,0,7
1,382.08,4,0.54,16,1,17,0,21,5,9,3,10.02794563,8,0.9411764705882353,0,11
1,94.656,1,0.54,12,5,17,0,13,2,8,3,66.87826787,2,0.7058823529411765,0,7
1,123.456,1,0.54,15,2,17,0,14,1,10,3,63.64387988,1,0.8823529411764706,0,7
1,475.2,2,0.54,5,12,17,0,22,6,0,3,33.9102695,1,0.29411764705882354,0,10
1,473.28,4,0.54,17,0,17,0,8,2,4,3,18.26041833,4,1.0,0,7
1,240.9408,1,0.54,16,1,17,0,20,2,10,1,62.68350641,4,0.9411764705882353,0,7
1,380.16,2,0.54,11,6,17,0,17,3,5,3,34.47396313,8,0.6470588235294118,0,1
1,449.28,12,0.54,8,9,17,0,20,2,12,3,30.05827276,8,0.47058823529411764,0,7
1,473.28,3,0.54,11,6,17,0,24,2,13,3,14.77824202,8,0.6470588235294118,0,7
1,240.9408,2,0.54,2,15,17,0,27,0,13,1,15.25073516,5,0.11764705882352941,0,7
1,362.88,5,0.54,9,8,17,0,29,5,5,3,29.17976435,8,0.5294117647058824,0,10
1,473.28,2,0.54,14,3,17,0,22,2,11,3,16.57936282,8,0.8235294117647058,0,7
1,276.48,3,0.54,15,2,17,0,27,0,10,3,33.1722489,8,0.8823529411764706,0,7
1,362.88,3,0.54,17,0,17,2,24,6,8,3,16.31722129,8,1.0,1,11
1,499.2,4,0.54,17,0,17,8,23,8,7,3,11.50835129,1,1.0,1,9
1,94.656,1,0.54,8,9,17,0,14,3,9,3,16.07220001,1,0.47058823529411764,0,7
1,449.28,2,0.54,15,2,17,4,16,2,11,3,15.02181066,6,0.8823529411764706,1,7
0,158.4,4,0.54,1,16,17,4,6,0,1,3,31.41737315,1,0.058823529411764705,1,3
1,259.2,3,0.54,13,4,17,0,30,10,8,1,40.14704652,2,0.7647058823529411,0,10
1,273.6,2,0.54,8,9,17,0,17,2,10,1,67.25146217,3,0.47058823529411764,0,7
1,475.2,2,0.54,8,9,17,2,0,0,0,3,23.76625678,1,0.47058823529411764,1,10
1,226.5408,2,0.54,6,11,17,2,16,2,9,1,36.32519181,2,0.35294117647058826,1,7
1,226.5408,1,0.54,5,12,17,0,0,0,0,1,39.60647237,4,0.29411764705882354,0,7
1,535.68,2,0.54,14,3,17,2,31,14,12,3,11.44321555,1,0.8235294117647058,1,7
1,359.04,4,0.54,14,3,17,4,8,2,2,3,0.00017697,1,0.8235294117647058,1,7
1,382.08,2,0.54,16,1,17,0,13,1,9,3,23.76625678,6,0.9411764705882353,0,7
1,290.88,1,0.54,15,2,17,0,5,1,4,3,375.0523102,2,0.8823529411764706,0,7
1,449.28,3,0.54,7,10,17,0,16,2,11,3,27.53737402,8,0.4117647058823529,0,7
1,361.92,5,0.54,15,2,17,5,21,0,0,3,19.56202665,8,0.8823529411764706,1,7
1,362.88,4,0.54,12,5,17,1,21,16,2,3,58.54043638,8,0.7058823529411765,1,7
1,616.32,4,0.54,11,6,17,0,0,0,0,0,33.67337171,8,0.6470588235294118,0,7
1,473.28,3,0.54,12,5,17,0,16,0,6,3,18.82507069,8,0.7058823529411765,0,7
1,226.5408,1,0.54,2,15,17,0,20,6,9,1,21.66659801,1,0.11764705882352941,0,7
1,362.88,8,0.54,16,1,17,6,11,1,8,3,23.76625678,8,0.9411764705882353,1,7
1,449.28,2,0.54,12,5,17,2,25,5,7,3,40.14704652,8,0.7058823529411765,1,10
1,295.68,4,0.54,8,9,17,0,17,4,7,3,15.34099297,1,0.47058823529411764,0,8
1,473.28,2,0.54,15,2,17,0,6,2,3,3,35.59152571,2,0.8823529411764706,0,7
1,293.76,4,0.54,16,1,17,0,14,1,9,3,130.3859097,1,0.9411764705882353,0,7
1,330.048,20,0.54,11,6,17,0,29,6,10,3,53.88749562,1,0.6470588235294118,0,7
1,449.28,2,0.54,7,10,17,0,10,1,4,3,29.89956229,2,0.4117647058823529,0,7
1,240.9408,1,0.54,17,0,17,2,18,2,12,1,29.91608899,8,1.0,1,7
1,473.28,2,0.54,13,4,17,0,13,1,7,3,21.35770313,4,0.7647058823529411,0,7
1,362.88,4,0.54,7,10,17,0,17,3,8,3,42.81787713,8,0.4117647058823529,0,7
1,473.28,2,0.54,16,1,17,2,23,2,13,3,8.605469492,8,0.9411764705882353,1,7
1,380.16,2,0.54,14,3,17,0,38,2,7,3,26.95439108,1,0.8235294117647058,0,10
1,254.88,4,0.54,10,7,17,0,6,1,2,1,37.55623245,1,0.5882352941176471,0,7
1,248.6304,2,0.54,10,7,17,1,14,2,10,1,82.85049871,2,0.5882352941176471,1,7
1,362.88,2,0.54,11,6,17,0,13,2,8,3,29.13238208,2,0.6470588235294118,0,7
1,475.2,1,0.54,5,12,17,0,0,0,0,3,6.032130334,8,0.29411764705882354,0,7
1,290.88,1,0.54,17,0,17,0,5,1,4,3,375.0523102,2,1.0,0,7
1,473.28,2,0.54,13,4,17,0,29,0,6,3,27.35781425,8,0.7647058823529411,0,7
1,382.08,4,0.54,16,1,17,4,14,2,8,3,28.71559564,6,0.9411764705882353,1,7
1,241.92,2,0.54,11,6,17,0,7,2,3,1,72.30764011,1,0.6470588235294118,0,7
1,293.76,1,0.54,4,13,17,0,0,0,6,3,6.032130334,1,0.23529411764705882,0,10
1,449.28,6,0.54,11,6,17,0,6,0,4,3,33.51615027,8,0.6470588235294118,0,7
1,449.28,2,0.54,13,4,17,0,26,2,10,3,0.00017697,8,0.7647058823529411,0,7
1,900.48,1,0.54,5,12,17,0,16,2,10,2,47.68082894,1,0.29411764705882354,0,7
1,362.88,3,0.54,17,0,17,0,16,0,10,3,26.36386491,5,1.0,0,7
1,109.104,4,0.54,11,6,17,4,25,8,13,3,25.61542578,2,0.6470588235294118,1,7
1,94.656,1,0.54,9,8,17,0,13,1,8,3,12.83150898,2,0.5294117647058824,0,7
1,473.28,6,0.54,16,1,17,0,7,4,3,3,155.3261616,1,0.9411764705882353,0,12
1,94.656,1,0.54,12,5,17,1,12,2,7,3,18.10579689,1,0.7058823529411765,1,1
1,392.96,3,0.54,15,2,17,6,31,20,0,3,35.09590035,1,0.8823529411764706,1,10
1,290.88,3,0.54,8,9,17,0,0,0,0,3,37.29619462,8,0.47058823529411764,0,7
1,226.5408,2,0.54,15,2,17,4,18,3,10,1,13.26172683,2,0.8823529411764706,1,7
1,473.28,4,0.54,16,1,17,8,15,4,6,3,19.0112019,8,0.9411764705882353,1,10
1,449.28,3,0.54,8,9,17,0,19,2,13,3,16.31722129,2,0.47058823529411764,0,7
1,259.2,2,0.54,13,4,17,0,31,3,4,1,66.5372408,8,0.7647058823529411,0,2
1,448.32,2,0.54,13,4,17,0,11,1,6,3,20.70627021,4,0.7647058823529411,0,7
1,290.88,1,0.54,15,2,17,0,5,1,4,3,375.0523102,2,0.8823529411764706,0,7
1,473.28,1,0.54,16,1,17,0,19,2,11,3,20.70241261,6,0.9411764705882353,0,7
1,473.28,4,0.54,8,9,17,0,25,2,14,3,40.48274959,8,0.47058823529411764,0,7
1,261.12,2,0.54,11,6,17,4,0,0,0,3,25.82196499,1,0.6470588235294118,1,9
1,362.88,4,0.54,11,6,17,0,26,9,3,3,20.70241261,2,0.6470588235294118,0,7
1,308.16,1,0.54,13,4,17,0,7,1,6,3,379.9677422,1,0.7647058823529411,0,7
1,308.16,2,0.54,16,1,17,2,22,2,12,3,36.52241576,1,0.9411764705882353,1,7
1,276.48,3,0.54,10,7,17,3,20,3,13,3,11.44321555,8,0.5882352941176471,1,7
1,380.16,4,0.54,7,10,17,0,20,3,8,3,14.53871525,6,0.4117647058823529,0,7
1,226.5408,1,0.54,13,4,17,0,0,0,0,1,14.77824202,2,0.7647058823529411,0,7
1,290.88,2,0.54,16,1,17,2,16,3,10,3,9.302954244,8,0.9411764705882353,1,7
1,473.28,3,0.54,17,0,17,0,0,0,0,3,155.3261616,1,1.0,0,7
1,308.16,2,0.54,17,0,17,0,40,0,13,3,11.77745049,1,1.0,0,7
1,241.92,2,0.54,8,9,17,1,19,1,9,1,26.95439108,1,0.47058823529411764,1,7
1,473.28,2,0.54,17,0,17,4,11,2,6,3,18.13076507,4,1.0,1,7
1,228.3552,2,0.54,13,4,17,0,16,2,12,1,45.1465921,8,0.7647058823529411,0,7
1,94.656,1,0.54,10,7,17,0,13,1,7,3,54.24007639,1,0.5882352941176471,0,1
1,241.92,2,0.54,11,6,17,0,20,3,11,1,51.69819402,1,0.6470588235294118,0,7
1,473.28,4,0.54,16,1,17,4,10,1,6,3,16.31722129,2,0.9411764705882353,1,7
1,382.08,4,0.54,7,10,17,0,13,1,8,3,3.395981776,8,0.4117647058823529,0,7
1,473.28,2,0.54,14,3,17,2,20,0,13,3,22.93868049,6,0.8235294117647058,1,7
1,362.88,2,0.54,6,11,17,0,15,2,8,3,14.83371684,8,0.35294117647058826,0,7
1,1109.76,4,0.54,15,2,17,0,16,0,8,2,3.395981776,8,0.8823529411764706,0,7
1,449.28,2,0.54,14,3,17,4,9,1,5,3,35.82569479,2,0.8235294117647058,1,7
1,448.32,2,0.54,16,1,17,0,13,1,6,3,23.56213922,2,0.9411764705882353,0,7
1,276.48,1,0.54,13,4,17,0,0,0,0,3,16.23935352,7,0.7647058823529411,0,7
1,94.656,1,0.54,8,9,17,1,12,1,8,3,12.38848901,2,0.47058823529411764,1,7
1,276.48,2,0.54,15,2,17,2,27,2,8,3,18.13076507,2,0.8823529411764706,1,10
1,226.5408,1,0.54,17,0,17,0,14,4,7,1,47.49231293,2,1.0,0,7
1,494.88,4,0.54,17,0,17,0,22,2,13,3,35.36348712,2,1.0,0,7
1,328.32,1,0.54,16,1,17,0,24,6,8,3,18.40830478,7,0.9411764705882353,0,9
1,275.52,2,0.54,13,4,17,0,15,3,10,3,6.032130334,2,0.7647058823529411,0,7
1,449.28,2,0.54,9,8,17,0,25,6,13,3,145.1817074,8,0.5294117647058824,0,7
1,616.32,4,0.54,11,6,17,0,1,0,0,0,9.074084291,8,0.6470588235294118,0,7
1,473.28,3,0.54,12,5,17,0,22,6,8,3,5.728709965,8,0.7058823529411765,0,9
1,1071.36,4,0.54,12,5,17,0,0,0,0,2,12.38848901,2,0.7058823529411765,0,10
1,473.28,2,0.54,15,2,17,0,8,0,7,3,22.07978182,6,0.8823529411764706,0,7
1,276.48,1,0.54,13,4,17,0,14,1,10,3,9.04590558,8,0.7647058823529411,0,7
1,399.36,4,0.54,16,1,17,7,15,2,10,3,59.35674422,1,0.9411764705882353,1,7
1,259.2,1,0.54,12,5,17,0,19,3,0,1,21.0907518,1,0.7058823529411765,0,7
1,705.6,2,0.54,14,3,17,0,22,5,13,0,35.02226143,1,0.8235294117647058,0,7
1,362.88,2,0.54,9,8,17,0,19,4,8,3,3.395981776,8,0.5294117647058824,0,10
1,215.04,2,0.54,13,4,17,4,15,3,9,3,25.82196499,8,0.7647058823529411,1,7
1,449.28,6,0.54,15,2,17,0,0,0,10,3,23.56213922,7,0.8823529411764706,0,7
1,293.76,4,0.54,16,1,17,8,0,0,0,3,9.302954244,1,0.9411764705882353,1,11
1,361.44,2,0.54,15,2,17,0,18,3,4,3,6.470041925,2,0.8823529411764706,0,7
1,276.48,2,0.54,15,2,17,0,16,1,11,3,23.76625678,8,0.8823529411764706,0,7
1,226.5408,1,0.54,14,3,17,0,14,2,9,1,7.638983843,8,0.8235294117647058,0,7
1,475.2,2,0.54,5,12,17,2,41,1,1,3,28.40195733,1,0.29411764705882354,1,10
1,449.28,2,0.54,17,0,17,0,28,2,13,3,8.605469492,8,1.0,0,7
1,361.92,2,0.54,11,6,17,2,0,0,0,3,9.302954244,2,0.6470588235294118,1,7
1,449.28,4,0.54,7,10,17,0,2,0,1,3,93.46449625,7,0.4117647058823529,0,10
1,241.92,2,0.54,8,9,17,0,4,0,3,1,15.4834037,1,0.47058823529411764,0,7
1,473.28,2,0.54,14,3,17,0,21,3,12,3,20.03357795,8,0.8235294117647058,0,7
1,451.2,2,0.54,12,5,17,0,19,2,10,3,64.16002124,1,0.7058823529411765,0,7
1,240.9408,2,0.54,14,3,17,2,16,3,0,1,27.34767992,2,0.8235294117647058,1,7
1,273.6,1,0.54,16,1,17,1,21,1,12,1,25.19325824,8,0.9411764705882353,1,7
1,293.76,4,0.54,2,15,17,4,17,7,2,3,35.02226143,7,0.11764705882352941,1,10
1,897.6,2,0.54,5,12,17,2,0,0,1,0,9.806216599,1,0.29411764705882354,1,10
1,473.28,2,0.54,14,3,17,0,23,1,12,3,47.9446553,8,0.8235294117647058,0,7
1,123.456,1,0.54,13,4,17,0,0,0,8,3,26.06443213,2,0.7647058823529411,0,7
1,846.72,1,0.54,12,5,17,1,28,2,7,0,9.074084291,6,0.7058823529411765,1,10
1,184.32,6,0.54,8,9,17,0,6,2,0,3,25.19325824,1,0.47058823529411764,0,10
1,94.656,1,0.54,13,4,17,0,16,1,8,3,18.26041833,1,0.7647058823529411,0,7
1,276.48,3,0.54,11,6,17,0,15,4,8,3,13.85462359,8,0.6470588235294118,0,7
1,473.28,3,0.54,11,6,17,0,22,2,13,3,28.40195733,8,0.6470588235294118,0,7
1,361.92,2,0.54,9,8,17,4,52,29,8,3,25.82196499,1,0.5294117647058824,1,7
1,812.16,4,0.54,10,7,17,0,23,1,6,0,33.02230227,1,0.5882352941176471,0,12
1,241.92,2,0.54,3,14,17,2,16,1,3,1,60.2748581,1,0.17647058823529413,1,7
1,226.5408,2,0.54,11,6,17,2,17,1,10,1,15.73557189,6,0.6470588235294118,1,7
1,259.2,1,0.54,8,9,17,1,0,0,0,1,1112.855444,1,0.47058823529411764,1,7
1,293.76,1,0.54,11,6,17,0,1,0,2,3,23.930301,5,0.6470588235294118,0,10
1,449.28,1,0.54,13,4,17,0,16,1,12,3,36.71248609,6,0.7647058823529411,0,7
1,362.88,2,0.54,4,13,17,0,15,1,9,3,22.05968316,6,0.23529411764705882,0,7
1,473.28,2,0.54,15,2,17,0,20,3,12,3,67.51509107,8,0.8823529411764706,0,7
1,449.28,4,0.54,13,4,17,0,28,7,8,3,38.04457501,4,0.7647058823529411,0,10
1,378.24,2,0.54,15,2,17,0,15,3,10,3,61.01129994,1,0.8823529411764706,0,7
1,259.2,1,0.54,16,1,17,0,16,1,12,1,5.728709965,8,0.9411764705882353,0,7
1,261.12,3,0.54,10,7,17,3,14,1,7,3,31.92344975,6,0.5882352941176471,1,7
1,382.08,2,0.54,14,3,17,4,25,14,3,3,62.33114388,1,0.8235294117647058,1,11
1,290.88,2,0.54,13,4,17,0,13,2,0,3,12.38848901,8,0.7647058823529411,0,7
1,449.28,2,0.54,10,7,17,0,13,6,3,3,22.23534021,1,0.5882352941176471,0,10
1,382.08,4,0.54,8,9,17,3,12,2,1,3,7.402454471,2,0.47058823529411764,1,7
1,293.76,1,0.54,3,14,17,0,22,4,1,3,15.76282663,1,0.17647058823529413,0,10
1,449.28,2,0.54,14,3,17,1,24,2,15,3,25.38022385,7,0.8235294117647058,1,7
1,449.28,2,0.54,12,5,17,0,10,1,6,3,42.92879999,3,0.7058823529411765,0,7
1,399.36,3,0.54,17,0,17,6,27,3,7,3,9.806216599,1,1.0,1,10
